open_time_iso,open_time_unix,open,high,low,close,volume,close_time,number_of_trades
2019-09-23 04:00:00,1569225600000,1.00000000,1.00000000,0.99990000,1.00000000,106994.43000000,1569229199999,50
2019-09-23 05:00:00,1569229200000,1.00000000,1.00000000,0.99990000,1.00000000,161215.28000000,1569232799999,18
2019-09-23 06:00:00,1569232800000,1.00000000,1.00000000,0.99990000,1.00000000,5183.72000000,1569236399999,7
2019-09-23 07:00:00,1569236400000,1.00000000,1.00000000,1.00000000,1.00000000,200.00000000,1569239999999,3
2019-09-23 08:00:00,1569240000000,0.99990000,1.00000000,0.99990000,0.99990000,35732.24000000,1569243599999,38
2019-09-23 09:00:00,1569243600000,1.00000000,1.00000000,0.99990000,1.00000000,32416.09000000,1569247199999,10
2019-09-23 10:00:00,1569247200000,1.00000000,1.00000000,0.99990000,1.00000000,331562.31000000,1569250799999,121
2019-09-23 11:00:00,1569250800000,1.00000000,1.00000000,1.00000000,1.00000000,780.48000000,1569254399999,2
2019-09-23 12:00:00,1569254400000,1.00000000,1.00000000,0.99990000,1.00000000,1100.51000000,1569257999999,3
2019-09-23 13:00:00,1569258000000,1.00000000,1.00000000,1.00000000,1.00000000,44401.53000000,1569261599999,2
2019-09-23 14:00:00,1569261600000,1.00000000,1.00000000,0.99990000,0.99990000,252.57000000,1569265199999,4
2019-09-23 15:00:00,1569265200000,1.00000000,1.00000000,1.00000000,1.00000000,198.46000000,1569268799999,1
2019-09-23 16:00:00,1569268800000,0.99990000,1.00000000,0.99990000,1.00000000,25389.10000000,1569272399999,20
2019-09-23 17:00:00,1569272400000,1.00000000,1.00000000,0.99990000,1.00000000,21688.41000000,1569275999999,26
2019-09-23 18:00:00,1569276000000,1.00000000,1.00010000,0.99990000,1.00000000,73109.10000000,1569279599999,18
2019-09-23 19:00:00,1569279600000,1.00000000,1.00000000,0.99990000,1.00000000,4362.16000000,1569283199999,5
2019-09-23 20:00:00,1569283200000,1.00000000,1.00000000,1.00000000,1.00000000,75118.52000000,1569286799999,65
2019-09-23 21:00:00,1569286800000,1.00000000,1.00000000,1.00000000,1.00000000,108498.41000000,1569290399999,106
2019-09-23 22:00:00,1569290400000,1.00000000,1.00000000,0.99990000,1.00000000,21940.66000000,1569293999999,16
2019-09-23 23:00:00,1569294000000,1.00000000,1.00000000,1.00000000,1.00000000,49642.63000000,1569297599999,34
2019-09-24 00:00:00,1569297600000,1.00000000,1.00000000,1.00000000,1.00000000,49318.92000000,1569301199999,55
2019-09-24 01:00:00,1569301200000,1.00000000,1.00010000,1.00000000,1.00010000,179112.49000000,1569304799999,14
2019-09-24 02:00:00,1569304800000,1.00100000,1.00100000,1.00100000,1.00100000,11116.96000000,1569308399999,11
2019-09-24 03:00:00,1569308400000,1.00100000,1.00100000,1.00000000,1.00000000,1280.81000000,1569311999999,7
2019-09-24 04:00:00,1569312000000,1.00100000,1.00100000,1.00100000,1.00100000,38945.17000000,1569315599999,18
2019-09-24 05:00:00,1569315600000,1.00010000,1.00010000,0.99850000,1.00000000,409748.47000000,1569319199999,45
2019-09-24 06:00:00,1569319200000,1.00000000,1.00000000,1.00000000,1.00000000,168426.71000000,1569322799999,34
2019-09-24 07:00:00,1569322800000,1.00000000,1.00000000,0.99990000,1.00000000,361381.61000000,1569326399999,50
2019-09-24 08:00:00,1569326400000,1.00000000,1.00050000,0.99990000,1.00050000,166347.25000000,1569329999999,60
2019-09-24 09:00:00,1569330000000,1.00010000,1.00050000,1.00010000,1.00020000,92422.17000000,1569333599999,79
2019-09-24 10:00:00,1569333600000,1.00050000,1.00050000,1.00020000,1.00050000,728049.19000000,1569337199999,200
2019-09-24 11:00:00,1569337200000,1.00060000,1.00200000,1.00060000,1.00180000,45809.05000000,1569340799999,72
2019-09-24 12:00:00,1569340800000,1.00180000,1.00200000,1.00100000,1.00100000,114793.76000000,1569344399999,130
2019-09-24 13:00:00,1569344400000,1.00100000,1.00200000,1.00100000,1.00200000,53144.27000000,1569347999999,28
2019-09-24 14:00:00,1569348000000,1.00200000,1.00300000,1.00050000,1.00050000,454369.47000000,1569351599999,288
2019-09-24 15:00:00,1569351600000,1.00050000,1.04990000,0.99020000,0.99040000,234614.52000000,1569355199999,300
2019-09-24 16:00:00,1569355200000,1.00190000,1.00950000,0.99110000,0.99350000,19565.92000000,1569358799999,50
2019-09-24 17:00:00,1569358800000,0.99400000,1.00300000,0.99200000,0.99230000,8284.89000000,1569362399999,30
2019-09-24 18:00:00,1569362400000,0.99500000,1.00000000,0.99430000,0.99980000,1371.83000000,1569365999999,18
2019-09-24 19:00:00,1569366000000,0.99450000,0.99980000,0.99420000,0.99970000,1252.08000000,1569369599999,16
2019-09-24 20:00:00,1569369600000,0.99970000,0.99970000,0.99700000,0.99700000,55.00000000,1569373199999,5
2019-09-24 21:00:00,1569373200000,0.99700000,0.99700000,0.99420000,0.99700000,943.03000000,1569376799999,14
2019-09-24 22:00:00,1569376800000,0.99700000,0.99890000,0.99700000,0.99890000,35809.77000000,1569380399999,53
2019-09-24 23:00:00,1569380400000,0.99890000,0.99950000,0.99890000,0.99890000,52501.13000000,1569383999999,53
2019-09-25 00:00:00,1569384000000,0.99890000,0.99900000,0.99890000,0.99900000,87251.32000000,1569387599999,114
2019-09-25 01:00:00,1569387600000,0.99900000,0.99950000,0.99900000,0.99950000,39979.95000000,1569391199999,42
2019-09-25 02:00:00,1569391200000,1.00000000,1.00100000,0.99900000,1.00100000,12015.45000000,1569394799999,23
2019-09-25 03:00:00,1569394800000,1.00100000,1.00100000,0.99890000,0.99900000,78781.77000000,1569398399999,15
2019-09-25 04:00:00,1569398400000,0.99900000,1.00100000,0.99890000,0.99930000,48901.27000000,1569401999999,22
2019-09-25 05:00:00,1569402000000,0.99900000,0.99900000,0.99900000,0.99900000,44.04000000,1569405599999,1
2019-09-25 06:00:00,1569405600000,0.99920000,1.00100000,0.99890000,0.99890000,9696.32000000,1569409199999,12
2019-09-25 07:00:00,1569409200000,0.99950000,1.00000000,0.99910000,0.99910000,3309.12000000,1569412799999,8
2019-09-25 08:00:00,1569412800000,1.00000000,1.00000000,0.99910000,0.99970000,32252.58000000,1569416399999,12
2019-09-25 09:00:00,1569416400000,0.99970000,1.00000000,0.99970000,0.99970000,6400.88000000,1569419999999,9
2019-09-25 10:00:00,1569420000000,0.99990000,1.00000000,0.99970000,0.99990000,25652.39000000,1569423599999,11
2019-09-25 11:00:00,1569423600000,1.00000000,1.00000000,0.99920000,0.99920000,50460.60000000,1569427199999,21
2019-09-25 12:00:00,1569427200000,0.99990000,1.00000000,0.99970000,1.00000000,20318.90000000,1569430799999,18
2019-09-25 13:00:00,1569430800000,1.00000000,1.00000000,0.99970000,1.00000000,37565.24000000,1569434399999,26
2019-09-25 14:00:00,1569434400000,1.00000000,1.00000000,1.00000000,1.00000000,62.00000000,1569437999999,2
2019-09-25 15:00:00,1569438000000,1.00000000,1.00000000,0.99980000,1.00000000,7298.14000000,1569441599999,9
2019-09-25 16:00:00,1569441600000,1.00000000,1.00000000,0.99910000,0.99910000,31588.42000000,1569445199999,19
2019-09-25 17:00:00,1569445200000,0.99980000,0.99980000,0.99980000,0.99980000,2554.36000000,1569448799999,4
2019-09-25 18:00:00,1569448800000,0.99980000,0.99980000,0.99880000,0.99880000,5008.32000000,1569452399999,7
2019-09-25 19:00:00,1569452400000,0.99880000,0.99970000,0.99880000,0.99970000,36816.49000000,1569455999999,11
2019-09-25 20:00:00,1569456000000,1.00000000,1.00000000,0.99970000,0.99970000,2815.60000000,1569459599999,10
2019-09-25 21:00:00,1569459600000,0.99970000,1.00000000,0.99970000,1.00000000,165.38000000,1569463199999,2
2019-09-25 22:00:00,1569463200000,1.00000000,1.00000000,0.99970000,0.99970000,378.51000000,1569466799999,3
2019-09-25 23:00:00,1569466800000,0.99970000,1.00000000,0.99970000,1.00000000,8925.36000000,1569470399999,6
2019-09-26 00:00:00,1569470400000,0.99970000,1.00000000,0.99970000,1.00000000,121.11000000,1569473999999,2
2019-09-26 01:00:00,1569474000000,1.00000000,1.00000000,1.00000000,1.00000000,10.00000000,1569477599999,1
2019-09-26 02:00:00,1569477600000,1.00000000,1.00000000,0.99970000,0.99970000,19600.60000000,1569481199999,11
2019-09-26 03:00:00,1569481200000,0.99970000,1.00000000,0.99970000,0.99970000,9384.02000000,1569484799999,9
2019-09-26 04:00:00,1569484800000,1.00000000,1.00000000,0.99980000,0.99980000,958.36000000,1569488399999,9
2019-09-26 05:00:00,1569488400000,1.00000000,1.00000000,0.99970000,0.99990000,100610.20000000,1569491999999,9
2019-09-26 06:00:00,1569492000000,0.99990000,0.99990000,0.99990000,0.99990000,19.97000000,1569495599999,1
2019-09-26 07:00:00,1569495600000,1.00000000,1.00000000,1.00000000,1.00000000,95.33000000,1569499199999,1
2019-09-26 08:00:00,1569499200000,1.00060000,1.00060000,1.00000000,1.00000000,250.00000000,1569502799999,3
2019-09-26 09:00:00,1569502800000,1.00080000,1.00080000,0.99970000,1.00060000,127740.89000000,1569506399999,88
2019-09-26 10:00:00,1569506400000,1.00010000,1.00060000,1.00000000,1.00000000,49469.61000000,1569509999999,24
2019-09-26 11:00:00,1569510000000,1.00060000,1.00180000,0.99980000,1.00180000,97421.79000000,1569513599999,56
2019-09-26 12:00:00,1569513600000,1.00120000,1.00130000,0.99970000,1.00130000,60339.70000000,1569517199999,59
2019-09-26 13:00:00,1569517200000,1.00120000,1.00130000,0.99970000,1.00130000,9704.49000000,1569520799999,15
2019-09-26 14:00:00,1569520800000,0.99990000,0.99990000,0.99970000,0.99970000,15807.45000000,1569524399999,9
2019-09-26 15:00:00,1569524400000,0.99970000,1.00000000,0.99970000,0.99970000,8164.55000000,1569527999999,9
2019-09-26 16:00:00,1569528000000,0.99980000,0.99980000,0.99980000,0.99980000,19.35000000,1569531599999,1
2019-09-26 17:00:00,1569531600000,0.99980000,1.00000000,0.99970000,1.00000000,127842.70000000,1569535199999,3
2019-09-26 18:00:00,1569535200000,1.00000000,1.00050000,0.99970000,0.99970000,59479.84000000,1569538799999,8
2019-09-26 19:00:00,1569538800000,0.99990000,0.99990000,0.99990000,0.99990000,2773.72000000,1569542399999,2
2019-09-26 20:00:00,1569542400000,0.99990000,0.99990000,0.99990000,0.99990000,0.00000000,1569545999999,0
2019-09-26 21:00:00,1569546000000,0.99990000,1.00020000,0.99990000,1.00020000,1144.66000000,1569549599999,2
2019-09-26 22:00:00,1569549600000,1.00020000,1.00020000,1.00000000,1.00020000,450.94000000,1569553199999,3
2019-09-26 23:00:00,1569553200000,1.00020000,1.00020000,0.99990000,0.99990000,2647.08000000,1569556799999,6
2019-09-27 00:00:00,1569556800000,1.00020000,1.00020000,0.99990000,1.00020000,5909.05000000,1569560399999,5
2019-09-27 01:00:00,1569560400000,0.99970000,0.99970000,0.99970000,0.99970000,503.14000000,1569563999999,1
2019-09-27 02:00:00,1569564000000,0.99970000,1.00000000,0.99960000,1.00000000,17244.04000000,1569567599999,7
2019-09-27 03:00:00,1569567600000,1.00000000,1.00070000,1.00000000,1.00070000,121413.82000000,1569571199999,80
2019-09-27 04:00:00,1569571200000,1.00110000,1.00110000,1.00000000,1.00050000,5314.77000000,1569574799999,6
2019-09-27 05:00:00,1569574800000,1.00060000,1.00060000,1.00050000,1.00050000,5818.09000000,1569578399999,7
2019-09-27 06:00:00,1569578400000,1.00050000,1.00050000,1.00050000,1.00050000,104.81000000,1569581999999,2
2019-09-27 07:00:00,1569582000000,0.99990000,0.99990000,0.99990000,0.99990000,1314.68000000,1569585599999,3
2019-09-27 08:00:00,1569585600000,0.99990000,1.00000000,0.99990000,1.00000000,2432.03000000,1569589199999,4
2019-09-27 09:00:00,1569589200000,1.00000000,1.00030000,1.00000000,1.00000000,2445.24000000,1569592799999,8
2019-09-27 10:00:00,1569592800000,1.00000000,1.00030000,0.99960000,1.00030000,8700.88000000,1569596399999,10
2019-09-27 11:00:00,1569596400000,1.00030000,1.00030000,0.99940000,1.00030000,4457.65000000,1569599999999,14
2019-09-27 12:00:00,1569600000000,0.99940000,1.00030000,0.99940000,0.99940000,937.81000000,1569603599999,3
2019-09-27 13:00:00,1569603600000,0.99930000,0.99930000,0.99930000,0.99930000,252.01000000,1569607199999,2
2019-09-27 14:00:00,1569607200000,0.99930000,0.99930000,0.99910000,0.99910000,13502.21000000,1569610799999,10
2019-09-27 15:00:00,1569610800000,0.99910000,0.99910000,0.99910000,0.99910000,56.44000000,1569614399999,2
2019-09-27 16:00:00,1569614400000,0.99920000,1.00030000,0.99920000,1.00030000,5761.22000000,1569617999999,2
2019-09-27 17:00:00,1569618000000,1.00030000,1.00030000,0.99920000,0.99920000,14023.18000000,1569621599999,17
2019-09-27 18:00:00,1569621600000,0.99920000,1.00030000,0.99920000,1.00030000,6175.21000000,1569625199999,9
2019-09-27 19:00:00,1569625200000,0.99920000,0.99920000,0.99920000,0.99920000,20268.57000000,1569628799999,11
2019-09-27 20:00:00,1569628800000,0.99920000,0.99920000,0.99920000,0.99920000,21248.34000000,1569632399999,23
2019-09-27 21:00:00,1569632400000,0.99920000,1.00020000,0.99910000,0.99910000,79278.94000000,1569635999999,42
2019-09-27 22:00:00,1569636000000,1.00020000,1.00030000,1.00020000,1.00030000,745.67000000,1569639599999,2
2019-09-27 23:00:00,1569639600000,0.99910000,0.99910000,0.99800000,0.99800000,12884.17000000,1569643199999,5
2019-09-28 00:00:00,1569643200000,0.99800000,0.99800000,0.99800000,0.99800000,0.00000000,1569646799999,0
2019-09-28 01:00:00,1569646800000,0.99970000,0.99970000,0.99950000,0.99950000,91.00000000,1569650399999,2
2019-09-28 02:00:00,1569650400000,0.99950000,0.99950000,0.99880000,0.99880000,4188.00000000,1569653999999,2
2019-09-28 03:00:00,1569654000000,0.99890000,0.99960000,0.99890000,0.99960000,1252.82000000,1569657599999,5
2019-09-28 04:00:00,1569657600000,0.99960000,0.99960000,0.99960000,0.99960000,11.00000000,1569661199999,1
2019-09-28 05:00:00,1569661200000,0.99890000,0.99960000,0.99890000,0.99960000,45.91000000,1569664799999,4
2019-09-28 06:00:00,1569664800000,0.99820000,0.99960000,0.99820000,0.99940000,525.38000000,1569668399999,4
2019-09-28 07:00:00,1569668400000,0.99930000,0.99960000,0.99840000,0.99840000,3891.98000000,1569671999999,8
2019-09-28 08:00:00,1569672000000,0.99850000,0.99850000,0.99840000,0.99840000,1190.94000000,1569675599999,5
2019-09-28 09:00:00,1569675600000,0.99960000,0.99960000,0.99880000,0.99880000,361.45000000,1569679199999,5
2019-09-28 10:00:00,1569679200000,0.99850000,0.99960000,0.99840000,0.99840000,2004.45000000,1569682799999,7
2019-09-28 11:00:00,1569682800000,0.99830000,0.99830000,0.99830000,0.99830000,2669.52000000,1569686399999,2
2019-09-28 12:00:00,1569686400000,1.00000000,1.00030000,0.99820000,0.99820000,1956.82000000,1569689999999,6
2019-09-28 13:00:00,1569690000000,1.00030000,1.00030000,1.00030000,1.00030000,1636.73000000,1569693599999,2
2019-09-28 14:00:00,1569693600000,1.00030000,1.00030000,1.00030000,1.00030000,0.00000000,1569697199999,0
2019-09-28 15:00:00,1569697200000,1.00030000,1.00030000,0.99810000,0.99810000,36.51000000,1569700799999,2
2019-09-28 16:00:00,1569700800000,0.99860000,1.00010000,0.99850000,1.00010000,330.62000000,1569704399999,4
2019-09-28 17:00:00,1569704400000,1.00010000,1.00030000,0.99870000,1.00030000,317.61000000,1569707999999,10
2019-09-28 18:00:00,1569708000000,1.00030000,1.00030000,0.99810000,0.99880000,10914.84000000,1569711599999,35
2019-09-28 19:00:00,1569711600000,0.99900000,1.00020000,0.99900000,0.99900000,363.94000000,1569715199999,3
2019-09-28 20:00:00,1569715200000,0.99880000,0.99880000,0.99880000,0.99880000,19.90000000,1569718799999,1
2019-09-28 21:00:00,1569718800000,0.99880000,1.00000000,0.99880000,1.00000000,724.98000000,1569722399999,4
2019-09-28 22:00:00,1569722400000,0.99880000,0.99880000,0.99880000,0.99880000,672.29000000,1569725999999,20
2019-09-28 23:00:00,1569726000000,0.99840000,0.99840000,0.99840000,0.99840000,10.04000000,1569729599999,1
2019-09-29 00:00:00,1569729600000,0.99840000,0.99840000,0.99840000,0.99840000,0.00000000,1569733199999,0
2019-09-29 01:00:00,1569733200000,0.99840000,0.99840000,0.99840000,0.99840000,0.00000000,1569736799999,0
2019-09-29 02:00:00,1569736800000,0.99980000,0.99990000,0.99980000,0.99990000,1417.41000000,1569740399999,2
2019-09-29 03:00:00,1569740400000,0.99850000,1.00000000,0.99820000,0.99820000,2470.19000000,1569743999999,8
2019-09-29 04:00:00,1569744000000,0.99820000,0.99820000,0.99820000,0.99820000,0.00000000,1569747599999,0
2019-09-29 05:00:00,1569747600000,0.99820000,0.99820000,0.99820000,0.99820000,11.24000000,1569751199999,1
2019-09-29 06:00:00,1569751200000,0.99850000,0.99850000,0.99850000,0.99850000,111.68000000,1569754799999,2
2019-09-29 07:00:00,1569754800000,0.99850000,0.99850000,0.99850000,0.99850000,0.00000000,1569758399999,0
2019-09-29 08:00:00,1569758400000,0.99970000,1.00000000,0.99820000,1.00000000,17077.83000000,1569761999999,22
2019-09-29 09:00:00,1569762000000,0.99830000,0.99830000,0.99820000,0.99820000,8531.62000000,1569765599999,3
2019-09-29 10:00:00,1569765600000,0.99970000,1.00000000,0.99970000,1.00000000,658.47000000,1569769199999,11
2019-09-29 11:00:00,1569769200000,0.99850000,1.00000000,0.99840000,1.00000000,34291.94000000,1569772799999,6
2019-09-29 12:00:00,1569772800000,0.99990000,1.00000000,0.99990000,1.00000000,10195.53000000,1569776399999,10
2019-09-29 13:00:00,1569776400000,1.00000000,1.00000000,0.99920000,0.99920000,11187.80000000,1569779999999,4
2019-09-29 14:00:00,1569780000000,1.00000000,1.00000000,0.99930000,0.99930000,626.13000000,1569783599999,2
2019-09-29 15:00:00,1569783600000,0.99950000,1.00000000,0.99920000,1.00000000,1964.23000000,1569787199999,7
2019-09-29 16:00:00,1569787200000,0.99920000,0.99920000,0.99920000,0.99920000,2937.13000000,1569790799999,1
2019-09-29 17:00:00,1569790800000,0.99920000,1.00000000,0.99920000,1.00000000,1789.62000000,1569794399999,3
2019-09-29 18:00:00,1569794400000,0.99920000,0.99920000,0.99920000,0.99920000,5000.00000000,1569797999999,1
2019-09-29 19:00:00,1569798000000,0.99850000,0.99850000,0.99820000,0.99820000,5215.51000000,1569801599999,5
2019-09-29 20:00:00,1569801600000,0.99820000,0.99820000,0.99820000,0.99820000,0.00000000,1569805199999,0
2019-09-29 21:00:00,1569805200000,0.99820000,0.99990000,0.99820000,0.99990000,44.10000000,1569808799999,2
2019-09-29 22:00:00,1569808800000,0.99920000,0.99920000,0.99920000,0.99920000,3476.54000000,1569812399999,1
2019-09-29 23:00:00,1569812400000,0.99920000,0.99920000,0.99920000,0.99920000,543.72000000,1569815999999,1
2019-09-30 00:00:00,1569816000000,0.99920000,1.00000000,0.99920000,1.00000000,13008.61000000,1569819599999,26
2019-09-30 01:00:00,1569819600000,0.99990000,1.00030000,0.99930000,1.00000000,212187.46000000,1569823199999,7
2019-09-30 02:00:00,1569823200000,0.99970000,0.99970000,0.99970000,0.99970000,706.68000000,1569826799999,1
2019-09-30 03:00:00,1569826800000,0.99970000,0.99980000,0.99970000,0.99980000,16903.97000000,1569830399999,2
2019-09-30 04:00:00,1569830400000,0.99950000,0.99990000,0.99910000,0.99910000,857.44000000,1569833999999,4
